Year,Country,Area,Location,Activity,Sex ,original order,hurt
2008,MEXICO,Quintana Roo,"Delfines Beach, Cancun",Swimming,M,5031.0,Injury
2008,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",Surfing,M,5030.0,Injury
2008,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,5029.0,Injury
2008,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Surfing,0,5026.0,Injury
2008,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,M,5022.0,Injury
2008,USA,California," Huntington Beach, Orange County",Surfing,M,5017.0,Injury
2008,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,5014.0,Injury
2008,AUSTRALIA,New South Wales,Horseshoe Bay,Surfing,F,5013.0,Injury
2008,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,5006.0,Injury
2008,MEXICO,Baja California,Playas de Tijuana,Surfing,M,5004.0,Injury
2007,ECUADOR,Galapagos Islands,San Cristobal Island,Surfing,M,5003.0,Injury
2007,AUSTRALIA,New South Wales,Jimmy's Beach,Surfing,M,5001.0,Injury
2007,AUSTRALIA,Queensland,South Stradbroke Island,Swimming,M,5000.0,Injury
2007,AUSTRALIA,New South Wales,Bondi ,Swimming,M,4999.0,Injury
2007,USA,Hawaii,"Waialua Bay, O'ahu",Surfing,M,4998.0,Injury
2007,NEW ZEALAND,South Island,Kaikoura,Surfing,F,4997.0,Injury
2007,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,Fishing,M,4995.0,Injury
2007,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing,M,4994.0,Injury
2007,SOUTH AFRICA,Western Cape Province,The Strand,Surfing,M,4993.0,Injury
2007,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4992.0,Injury
2007,USA,Florida,"Round Island Park, Indian River County",Surfing,M,4991.0,Injury
2007,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Surfing,M,4990.0,Injury
2007,USA,California,"Venice Pier, Venice, Los Angeles County",Surfing,M,4985.0,Injury
2007,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,4984.0,Injury
2007,USA,California,"Santa Monica, Los Angeles County",Surfing,M,4983.0,Injury
2007,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",Swimming,F,4981.0,Fatal
2007,USA,California,"Moonstone Beach, Humboldt County",Surfing,F,4979.0,Injury
2007,EGYPT,Red Sea,Daedalus Reef ,Swimming,F,4978.0,Injury
2007,USA,Florida,Huguenot Park,Surfing,F,4976.0,Injury
2007,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4975.0,Injury
2007,USA,Florida,"Flagler Beach, Flagler County",Surfing,F,4972.0,Injury
2007,USA,Florida,"Fort Lauderdale, Broward County",Swimming,M,4966.0,Injury
2007,USA,California,"Marina State Beach, Monterey County",Surfing,M,4964.0,Injury
2007,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4963.0,Injury
2007,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4962.0,Injury
2007,USA,Delaware,"Indian River Inlet, Rehoboth Beach",Fishing,M,4960.0,Injury
2007,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",Swimming,M,4959.0,Injury
2007,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4958.0,Injury
2007,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,4955.0,Injury
2007,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,4953.0,Injury
2007,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,4950.0,Injury
2007,USA,California,"Imperial Beach, San Diego County",Surfing,M,4949.0,Injury
2007,USA,North Carolina,"North Topsail Beach, Onslow  County",Swimming,M,4944.0,Injury
2007,USA,California,"Faria Beach, Ventura County",Swimming,F,4942.0,Injury
2007,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,4939.0,Injury
2007,USA,California,"Will Rogers State Beach, Los Angeles County",Swimming,F,4935.0,Injury
2007,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4934.0,Injury
2007,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",Surfing,M,4933.0,Injury
2007,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,F,4932.0,Injury
2007,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,F,4931.0,Injury
2007,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",Surfing,M,4930.0,Injury
2007,ENGLAND,Kent,Folkestone,Fishing,M,4927.0,Injury
2007,AUSTRALIA,Victoria,Warrnambool,Surfing,M,4925.0,Injury
2007,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,4924.0,Injury
2007,AUSTRALIA,New South Wales,Kingscliff Beach,Swimming,M,4922.0,Injury
2007,USA,Florida,Naples,Swimming,M,4920.0,Injury
2007,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4915.0,Injury
2007,USA,Florida,"Florida Keys, Monroe County",Fishing,0,4914.0,Injury
2007,NEW CALEDONIA,South Province,Dumbéa,Surfing,M,4913.0,Injury
2007,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,M,4911.0,Injury
2007,USA,Florida,Jupiter Inlet,Surfing,M,4908.0,Injury
2007,AUSTRALIA,New South Wales,South Golden Beach,Surfing,F,4907.0,Injury
2007,AUSTRALIA,Queensland,"Moore Park, north of Bundaberg",Swimming,F,4905.0,Injury
2007,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,M,4904.0,Injury
2007,COSTA RICA,0,0,Swimming,M,4902.0,Injury
2007,AUSTRALIA,New South Wales,Brunswick Heads,Swimming,M,4896.0,Injury
2007,AUSTRALIA,New South Wales,Sandbar Beach,Surfing,M,4894.0,Injury
2007,USA,New York,"Smith Point, Long Island",Surfing,M,4893.0,Injury
2007,USA,Hawaii,"Majors Bay, Kaua'i",Surfing,M,4892.0,Injury
2006,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",Surfing,M,4891.0,Injury
2006,NEW ZEALAND,North Island,"Raglan, Manu Bay",Surfing,M,4890.0,Injury
2006,USA,California,"Dillon Beach, Marin County",Surfing,M,4889.0,Injury
2006,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Fishing,M,4888.0,Injury
2006,USA,Hawaii,"Kihei, Maui",Swimming,M,4885.0,Injury
2006,USA,Oregon,"Siletz River mouth, Lincoln County",Surfing,M,4883.0,Injury
2006,USA,Florida,Sebastian Inlet,Fishing,M,4882.0,Injury
2006,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,4881.0,Injury
2006,USA,Texas,"Isla Blanca Park, South Padre Island",Surfing,M,4880.0,Injury
2006,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4875.0,Injury
2006,USA,North Carolina,Onslow Beach,Surfing,M,4873.0,Injury
2006,USA,Florida,"Singer Island, Riviera Beach",Swimming,M,4872.0,Injury
2006,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4871.0,Injury
2006,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,4867.0,Injury
2006,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,M,4866.0,Injury
2006,USA,Oregon,"Florence, Lane County",Surfing,M,4865.0,Injury
2006,AUSTRALIA,South Australia,"Pennington Bay, Kangaroo Island",Surfing,M,4864.0,Injury
2006,REUNION,Saint-Pierre,Pointe du Diable,Surfing,M,4859.0,Fatal
2006,SOUTH AFRICA,Western Cape Province,Danger Reef,Surfing,M,4858.0,Injury
2006,USA,Oregon,Oswald State Park,Surfing,M,4853.0,Injury
2006,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,4851.0,Injury
2006,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4849.0,Injury
2006,SPAIN,Alicante,San Juan Beach  ,Swimming,F,4845.0,Injury
2006,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,F,4844.0,Injury
2006,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,4839.0,Injury
2006,USA,Florida,Fort Myers,Fishing,M,4835.0,Injury
2006,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,4833.0,Injury
2006,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4830.0,Injury
2006,AUSTRALIA,South Australia,Waitpinga,Surfing,M,4828.0,Injury
2006,USA,Hawaii,"North Shore, O'ahu",Surfing,M,4825.0,Injury
2006,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,4823.0,Injury
2006,USA,Florida,"Hutchinson Island, St. Lucie County",Swimming,F,4820.0,Injury
2006,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,M,4817.0,Injury
2006,USA,Florida,"Port of the Islands, Collier County",Fishing,M,4815.0,Injury
2006,AUSTRALIA,New South Wales,Newcastle Beach,Surfing,M,4814.0,Injury
2006,BRAZIL,Pernambuco,Piedade,Swimming,M,4812.0,Injury
2006,Sierra Leone,Western Area,"Lumely Beach, Freetown",Fishing,M,4810.0,Fatal
2006,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,F,4809.0,Injury
2006,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,4808.0,Fatal
2006,FIJI,Vitu Levu,Sigatoka,Surfing,M,4807.0,Injury
2006,AUSTRALIA,New South Wales,"Bondi, Sydney",Surfing,M,4806.0,Injury
2006,AUSTRALIA,Queensland,"Point Vernon, Hervey Bay",Swimming,M,4802.0,Injury
2006,AUSTRALIA,South Australia,"Brighton Beach, Adelaide",Fishing,M,4801.0,Injury
2006,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,4800.0,Injury
2006,TONGA,Vava'u,Tuanuku,Swimming,F,4799.0,Fatal
2006,AUSTRALIA,Queensland,"Amity Point, North Stradbroke Island",Swimming,F,4791.0,Fatal
2006,USA,Florida,"Round Island Park, Indian River County",Surfing,M,4790.0,Injury
2005,USA,Oregon,"Tillamook Head, Clatsop County",Surfing,M,4788.0,Injury
2005,USA,Hawaii,"Keawakapu Beach, Maui",Swimming,M,4787.0,Injury
2005,AUSTRALIA,South Australia,"Middle Beach, 40 km north of Adelaide",Fishing,0,4784.0,Injury
2005,USA,Florida,"Cape San Blas, Gulf County",Surfing,M,4783.0,Injury
2005,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,4782.0,Injury
2005,AUSTRALIA,Victoria,"6 km off Collendina, south of Melbourne",Fishing,0,4781.0,Injury
2005,AUSTRALIA,Victoria,Flinders,Surfing,M,4780.0,Injury
2005,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,4779.0,Injury
2005,USA,Florida,"Jensen Beach, Martin County ",Surfing,M,4777.0,Injury
2005,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,4776.0,Injury
2005,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,4773.0,Injury
2005,USA,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,M,4772.0,Injury
2005,USA,California,"Ocean Beach, San Francisco, San Francisco County",Surfing,M,4771.0,Injury
2005,USA,California,"Klamath River mouth, Del Norte County",Surfing,M,4767.0,Injury
2005,USA,California,"Salmon Beach, Sonoma County",Surfing,F,4766.0,Injury
2005,USA,Hawaii,"Honokowai, Maui",Surfing,M,4764.0,Injury
2005,AUSTRALIA,New South Wales,Arakoon's Little Bay,Surfing,M,4759.0,Injury
2005,AUSTRALIA,South Australia,Kangaroo Island,Surfing,M,4758.0,Injury
2005,AUSTRALIA,Western Australia,"Scarborough Beach, Perth",Surfing,M,4757.0,Injury
2005,USA,Florida,"Tigertail Beach, Collier County",Surfing,M,4756.0,Injury
2005,USA,South Carolina,Folly Beach,Surfing,M,4754.0,Fatal
2005,AUSTRALIA,South Australia,"Fishery Bay, Eyre Peninsula",Surfing,M,4751.0,Injury
2005,USA,California,"Scripps, LaJolla, San Diego County",Surfing,M,4747.0,Injury
2005,USA,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",Swimming,M,4745.0,Injury
2005,USA,North Carolina,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,M,4742.0,Injury
2005,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,4741.0,Injury
2005,Seychelles,Inner Islands,Off North Island,Fishing,M,4740.0,Fatal
2005,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,4738.0,Injury
2005,USA,Florida,"Quarter mile south of Ponce de Leon Inlet, Volusia County",Surfing,M,4737.0,Injury
2005,LIBERIA,0,0,Swimming,M,4736.0,Injury
2005,USA,North Carolina,"Holden Beach, Brunswick County",Swimming,M,4733.0,Injury
2005,USA,Florida,"Cape San Blas, Gulf County",Fishing,M,4730.0,Injury
2005,VANUATU,Malampa Province,Atchin Island off Malakula,Swimming,F,4728.0,Fatal
2005,MEXICO ,Baja California,San Luis beach,Surfing,M,4727.0,Injury
2005,USA,Hawaii,Maui,Swimming,M,4726.0,Injury
2005,USA,Florida,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",Swimming,M,4725.0,Injury
2005,USA,New Jersey,"Surf City, Long Beach Island, Ocean County",Surfing,M,4722.0,Injury
2005,USA,Florida,Daytona Beach Shores,Swimming,M,4719.0,Injury
2005,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Surfing,M,4717.0,Injury
2005,MADAGASCAR,0,0,Fishing,M,4714.0,Injury
2005,USA,Hawaii,"Noreiga's, Maui",Surfing,M,4712.0,Injury
2005,AUSTRALIA,New South Wales,Bermagui,Fishing,M,4711.0,Injury
2005,AUSTRALIA,New South Wales,Bronte Beach,Surfing,M,4708.0,Injury
2005,USA,Florida,"Central Gulf Coast, St. John County",Surfing,M,4706.0,Injury
2005,USA,Texas,"Isla Blanca Park, South Padre Island, Cameron County",Surfing,M,4705.0,Injury
2005,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,M,4702.0,Injury
2005,AUSTRALIA,New South Wales,0,Surfing,M,4701.0,Injury
2005,VENEZUELA,0,Punta Caracas,Surfing,M,4700.0,Injury
2005,NEW ZEALAND,North Island,"Waiapu River mouth , East Cape",Fishing,M,4696.0,Injury
2005,AUSTRALIA,Queensland,Brisbane River,Swimming,M,4694.0,Injury
2005,USA,Hawaii,"Rocky Point, north shore of O'ahu",Surfing,M,4692.0,Injury
2005,BRAZIL,Bahia,Ilhéus,Surfing,M,4690.0,Injury
2005,CUBA,Santiago de Cuba Province,Uvero,Swimming,M,4689.0,Injury
2004,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,4682.0,Injury
2004,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,4680.0,Fatal
2004,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,lli,4679.0,Injury
2004,AUSTRALIA,New South Wales,Stockton Beach,Surfing,M,4673.0,Injury
2004,USA,California,"Limantour Beach, Point Reyes National Seashore",Surfing,M,4672.0,Injury
2004,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Surfing,M,4670.0,Injury
2004,USA,California,"Pismo Beach, San Luis Obispo County",Surfing,M,4668.0,Injury
2004,USA,California,"Lifeguard Tower 16, Huntington Beach, Orange County",Surfing,M,4667.0,Injury
2004,USA,Oregon,Gold  Beach,Surfing,M,4665.0,Injury
2004,BRAZIL,Pernambuco,"Pina, Recife",Swimming,0,4663.0,Fatal
2004,USA,California,"204s, San Clemente, Orange County",Surfing,M,4659.0,Injury
2004,USA,Florida,"Big Bayou, St. Petersburg, Pinellas County ",Swimming,M,4657.0,Injury
2004,SOUTH AFRICA,KwaZulu-Natal,Park Rynie,Fishing,0,4655.0,Injury
2004,USA,Florida,"Cocoa  Beach, Brevard County",Surfing,F,4654.0,Injury
2004,USA,North Carolina,"Rodanthe, Dare County",Surfing,F,4652.0,Injury
2004,USA,North Carolina,"Carolina Beach, New Hanover County",Swimming,F,4651.0,Injury
2004,USA,Texas,Galveston Island,Swimming,F,4650.0,Injury
,AUSTRALIA,Western Australia,"7 km off Trigg surf beach, Perth",Fishing,0,4648.0,Injury
2004,AUSTRALIA,Western Australia,"Lefthanders Beach, Margaret River",Surfing,M,4646.0,Fatal
2004,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,4643.0,Injury
2004,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming,M,4639.0,Injury
2004,BRAZIL,Pernambuco,Piedade Beach,Swimming,M,4636.0,Injury
2004,USA,California,"Salmon Creek, Sonoma County",Surfing,M,4635.0,Injury
2004,USA,Florida,St. Augustine  St. Johns County,Swimming,M,4633.0,Injury
2004,BRAZIL,Pernambuco,Piedade ,Swimming,M,4628.0,Fatal
2004,NEW ZEALAND,North Island,Motunui,Fishing,0,4626.0,Injury
2004,USA,Hawaii,"Kahana Beach, Maui",Surfing,M,4623.0,Fatal
2004,SOUTH AFRICA,Western Cape Province,"Surfers' Corner, Muizenberg, False Bay",Surfing,M,4622.0,Injury
2004,USA,Hawaii,Velzyland,Surfing,F,4621.0,Injury
2004,USA,Florida,"Stuart Rocks, Martin County",Surfing,M,4619.0,Injury
2004,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Surfing,M,4617.0,Injury
2004,REUNION,Saint-Benoît,Spot de la gare,Surfing,M,4616.0,Injury
2004,USA,Florida,"Sanibel Island, Lee County",Swimming,M,4615.0,Injury
2004,USA,Hawaii,"Kalihiwai Beach, Kauai",Surfing,M,4612.0,Injury
2004,BRAZIL,Pernambuco,"Piedade Beach, Recife",Swimming,M,4610.0,Fatal
2004,NEW ZEALAND,"South Island, near Karitane north of Dunedin",South Beach,Surfing,M,4609.0,Injury
2004,AUSTRALIA,New South Wales,"Taree, Old Bar Beach",Swimming,M,4608.0,Injury
2004,URUGUAY,Rocha,Ensenada de la Coronilla,Surfing,M,4603.0,Injury
2004,VENEZUELA,Anzoategui,"Playa Colorada Beach, Mochima National Park, only 200 m west of Santa Cruz Beach",Swimming,M,4601.0,Injury
2004,SOUTH AFRICA,Eastern Cape Province,"West Beach, Port Alfred",Surfing,M,4597.0,Injury
2004,AUSTRALIA,Western Australia,Redgate Beach,Surfing,M,4594.0,Injury
2003,USA,Florida,"Miami, Dade County",Swimming,M,4592.0,Injury
2003,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,4591.0,Injury
2003,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,4588.0,Injury
2003,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,4587.0,Injury
2003,USA,Florida,"Daytona Beach, Volusia County",Surfing,F,4585.0,Injury
2003,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing,M,4583.0,Injury
2003,USA,Florida,"Ponte Vedra Beach, St. Johns County",Surfing,M,4578.0,Injury
2003,AUSTRALIA,New South Wales,"Lighthouse Beach, Seal Rocks",Surfing,M,4577.0,Injury
2003,USA,Hawaii,"Tunnels surf break off Makua Beach, Kaua'i",Surfing,F,4576.0,Injury
2003,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4575.0,Injury
2003,USA,Florida,Near Patrick Air Force Base Brevard County,Surfing,M,4573.0,Injury
2003,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,F,4571.0,Injury
2003,USA,Florida,"Stuart Park Beach, Martin County",Surfing,M,4570.0,Injury
2003,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing,M,4569.0,Injury
2003,USA,Florida,"North Hutchinson Island, St. Lucie Couny",Surfing,M,4565.0,Injury
2003,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,4564.0,Injury
2003,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,4563.0,Injury
2003,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4562.0,Injury
2003,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4561.0,Injury
2003,USA,Florida,"Bathtub Reef Beach, Martin County",Swimming,F,4559.0,Injury
2003,USA,Texas,1.5 miles off Surfside ,Fishing,M,4554.0,Injury
2003,USA,California,"Venice Beach, Los Angeles County",Swimming,M,4552.0,Injury
2003,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,4549.0,Injury
2003,USA,Florida,"Canova Beach, Brevard County",Surfing,M,4545.0,Injury
2003,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4540.0,Injury
2003,USA,Florida,St Augustine Beach. St. Johns County,Surfing,M,4539.0,Injury
2003,USA,Johnston Atoll,0,Swimming,M,4535.0,Injury
2003,USA,Florida,"Ponce Inlet, Volusia County",Surfing,0,4533.0,Injury
2003,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,4532.0,Injury
2003,USA,Florida,"Coral Cove Park, Jupiter Inlet, Palm Beach County",Surfing,M,4531.0,Injury
2003,USA,Hawaii,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,Swimming,M,4529.0,Injury
2003,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4528.0,Injury
2003,BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)",Surfing,M,4523.0,Injury
2003,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,M,4522.0,Injury
2003,USA,Florida,"Melbourne Beach, Brevard County ",Surfing,M,4521.0,Injury
2003,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County ",Surfing,M,4520.0,Injury
2003,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,4519.0,Injury
2003,USA,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",Surfing,M,4518.0,Injury
2003,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4517.0,Injury
2003,USA,Florida,"North Beach, Patrick AFB, Brevard County",Surfing,M,4515.0,Injury
2003,VENEZUELA,Nueva Esparta,"El Yaqu, Isla de Margarita",Surfing,M,4513.0,Injury
2003,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,4512.0,Injury
2003,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4511.0,Injury
2003,USA,Florida,"Jupiter, Palm Beach County",Swimming,M,4507.0,Injury
2003,AUSTRALIA,New South Wales,"Coogee Bay, near Sydney",Swimming,M,4506.0,Injury
2003,AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,Swimming,M,4505.0,Fatal
2003,COSTA RICA,North Pacific coast,Playa Tamarindo ,Surfing,M,4503.0,Injury
2003,AUSTRALIA,Western Australia,Left break at the Hot Spot at Sheringa Beach,Surfing,F,4502.0,Injury
2002,AUSTRALIA,Queensland,Golden Beach,Swimming,M,4498.0,Injury
2002,AUSTRALIA,Queensland,Miami Lake,Swimming,M,4497.0,Fatal
2002,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,4496.0,Fatal
2002,USA,Hawaii,Ka'anapali,Swimming,F,4493.0,Injury
2002,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,4491.0,Injury
2002,USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",Swimming,F,4488.0,Injury
2002,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City, Recife",Swimming,M,4487.0,Fatal
2002,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Surfing,M,4486.0,Injury
2002,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4485.0,Injury
2002,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4484.0,Injury
2002,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4483.0,Injury
2002,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,4482.0,Injury
2002,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,M,4481.0,Injury
2002,USA,Florida,"Key Largo, Monroe County",Fishing,M,4479.0,Injury
2002,TONGA,Vava'u,Swimming with humpback whales,Swimming,M,4478.0,Injury
2002,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,4476.0,Injury
2002,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City",Swimming,M,4475.0,Injury
2002,USA,Hawaii,"Kewalo Basin Channel, O'ahu",Surfing,M,4470.0,Injury
2002,USA,Alabama,"Gulf of Mexico, 65 miles offshore from Mobile",Swimming,F,4469.0,Injury
2002,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4468.0,Injury
2002,USA,Florida,"Vero Beach, Indian River County",Surfing,M,4467.0,Injury
2002,USA,South Carolina,"Myrtle Beach, Horry County",Surfing,M,4463.0,Injury
2002,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,F,4462.0,Injury
2002,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,4461.0,Injury
2002,BRAZIL,Pernambuco,"Piedade Beach, Recife",Surfing,M,4459.0,Injury
2002,AUSTRALIA,Queensland,Sunshine Beach,Surfing,M,4457.0,Injury
2002,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,4456.0,Injury
2002,USA,Florida,"St Augustine Beach, St Johns County",Surfing,M,4451.0,Injury
2002,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,4450.0,Injury
2002,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,4449.0,Injury
2002,USA,California,"Stinson Beach, Marin County",Surfing,M,4447.0,Injury
2002,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,4443.0,Injury
2002,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",Fishing,M,4441.0,Injury
2002,BRAZIL,Pernambuco,"Pina, Recife",Surfing,M,4440.0,Injury
2002,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4435.0,Injury
2002,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,M,4434.0,Injury
2002,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,4428.0,Fatal
2002,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4425.0,Injury
2002,AUSTRALIA,Queensland,Sunshine Beach,Surfing,M,4422.0,Injury
2002,AUSTRALIA,New South Wales,Just north of Fingal Spit,Surfing,M,4419.0,Injury
2002,AUSTRALIA,Western Australia,Collie River ,Swimming,M,4418.0,Injury
2002,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,Fishing,M,4417.0,Injury
2002,BRAZIL,Pernambuco,Candeias,Swimming,0,4416.0,Fatal
2001,AUSTRALIA,Western Australia,"Honeycombs, 250 km south of Perth",Surfing,M,4413.0,Injury
2001,AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",Surfing,M,4412.0,Injury
2001,USA,Hawaii,"Kapalua, Maui",Surfing,0,4411.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4404.0,Injury
2001,USA,North Carolina,"North Topsail Beach, Onslow County",Surfing,M,4401.0,Injury
2001,USA,Florida,"Everglades National Park, Monroe County",Fishing,M,4399.0,Injury
2001,USA,South Carolina,"Waites Island, Horry County",Swimming,F,4397.0,Injury
2001,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,F,4395.0,Injury
2001,USA,Florida,"Daytona, Volusia County ",Surfing,M,4387.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4386.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,4385.0,Injury
2001,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,4384.0,Injury
2001,USA,Florida,"Wilbur-by-the-Sea, Volusia County",Surfing,F,4383.0,Injury
